study_hours,attendance,assignments_score,exam_score,sleep_hours,final_result
11.0,89,68,61,3.4,1
5.6,36,34,62,5.8,1
9.5,73,38,70,9.2,1
9.5,87,21,85,4.0,1
7.5,86,49,27,3.3,1
8.0,89,21,25,7.0,1
7.3,64,44,88,6.4,1
7.4,71,70,39,7.1,1
7.6,93,27,34,9.6,1
1.4,69,41,26,6.3,0
4.4,62,79,86,6.8,1
5.8,44,87,50,6.2,1
7.4,32,47,40,5.1,0
6.9,85,23,66,5.4,1
8.8,31,92,81,3.0,1
8.6,66,64,63,7.1,1
2.0,90,84,41,4.7,1
7.4,62,50,73,5.8,1
2.7,49,87,96,5.5,1
11.4,33,92,100,9.0,1
2.3,50,45,90,3.6,1
5.0,32,84,50,3.6,1
6.7,87,66,24,7.2,1
9.0,42,90,51,7.2,1
2.5,78,88,43,9.6,1
5.7,90,64,37,6.5,1
1.1,47,34,44,4.7,1
10.9,39,68,21,8.3,1
8.9,94,100,63,3.4,1
6.1,57,25,99,8.7,1
5.2,93,96,51,8.2,1
11.0,88,95,22,7.2,1
6.8,100,29,38,9.6,1
4.5,98,56,89,6.3,1
1.6,71,23,43,4.7,0
11.9,99,82,89,5.0,1
4.0,68,70,28,6.8,1
7.5,67,53,87,5.3,1
3.2,60,59,77,4.3,1
2.1,47,37,77,3.6,1
5.2,74,89,72,3.0,1
5.9,77,88,46,5.3,1
1.3,51,89,97,6.2,1
7.8,31,84,32,8.6,1
10.3,73,79,88,9.4,1
6.5,65,65,89,3.3,1
9.5,91,36,90,3.3,1
8.5,52,63,70,7.4,1
11.6,52,56,91,4.6,1
7.3,77,34,78,8.4,1
1.7,67,57,28,3.9,1
11.6,65,95,91,7.3,1
6.8,94,26,100,5.0,1
6.2,34,83,30,6.5,1
4.8,47,35,53,4.6,0
9.9,53,25,73,6.5,1
7.0,83,62,23,5.4,1
9.6,61,73,46,7.3,1
5.0,100,60,61,7.3,1
3.7,76,86,66,9.0,1
9.2,48,39,32,5.6,1
7.3,42,24,34,4.7,1
5.5,81,55,46,9.7,1
4.7,64,50,36,6.7,1
6.1,84,89,75,4.6,1
7.0,85,98,54,7.1,1
7.2,97,54,22,8.7,1
7.3,48,67,78,7.9,1
3.1,43,72,53,7.1,1
6.1,88,47,24,4.0,1
2.4,96,41,36,3.4,1
10.6,33,89,49,7.7,1
5.8,41,76,66,7.9,1
8.5,69,69,24,9.9,1
5.8,33,28,82,8.6,1
3.9,88,88,52,6.3,1
4.7,40,83,49,8.3,1
5.4,34,35,37,3.5,1
10.3,99,100,99,4.5,1
1.4,81,65,79,7.5,1
1.5,34,75,62,4.3,1
3.9,84,92,58,8.5,1
1.6,64,24,75,5.1,1
8.5,65,92,99,8.3,1
8.9,51,54,61,3.6,1
7.0,37,48,97,4.7,1
2.0,93,70,34,8.4,1
3.9,69,84,21,3.9,1
9.0,83,35,90,5.6,1
1.2,76,83,92,4.7,1
9.7,97,21,57,7.9,1
3.0,44,81,43,8.8,1
2.8,77,98,58,5.6,1
5.7,84,94,67,6.2,1
9.0,97,67,34,5.2,1
4.1,44,48,92,8.9,1
5.4,30,81,64,4.2,1
8.5,75,44,97,4.6,1
2.9,79,90,61,7.9,1
4.1,96,20,30,5.8,1
7.7,65,56,40,8.6,1
6.4,58,50,76,6.5,1
9.7,46,77,73,4.2,1
11.5,73,97,98,3.5,1
5.1,43,88,47,7.1,1
1.9,46,30,49,5.7,0
10.0,42,36,66,3.7,1
7.6,65,85,26,8.0,1
6.4,75,91,58,7.6,1
11.5,42,29,88,5.3,1
10.6,64,80,49,5.1,1
11.9,83,78,25,4.3,1
4.3,45,70,67,9.4,1
2.3,80,68,37,4.5,1
5.9,51,82,24,5.8,1
4.9,92,60,79,9.2,1
10.3,42,33,43,6.4,1
8.3,34,83,83,9.8,1
8.1,94,31,92,7.8,1
9.1,58,68,60,8.2,1
8.3,30,38,66,8.1,1
11.3,77,82,79,9.1,1
11.2,99,49,59,9.0,1
11.1,55,60,41,6.0,1
7.3,99,41,49,4.1,1
2.6,41,45,63,9.7,1
4.6,31,54,65,6.1,1
9.3,76,62,59,5.2,1
5.4,96,84,67,7.5,1
8.3,69,91,49,9.5,1
4.2,33,77,43,7.3,1
11.7,40,39,20,3.0,1
1.8,59,59,48,8.9,0
6.5,88,45,99,8.8,1
1.2,97,27,32,8.0,0
8.2,79,59,87,4.3,1
5.4,69,89,65,5.3,1
7.2,75,71,99,8.0,1
8.2,46,81,32,6.3,1
8.5,59,20,67,3.8,1
1.3,75,71,51,5.4,1
1.2,34,92,49,8.1,1
11.6,79,25,29,8.4,1
6.0,100,86,46,9.6,1
2.5,94,45,73,4.1,1
6.5,65,37,62,6.9,1
10.6,41,85,88,5.1,1
10.7,82,62,37,9.5,1
5.9,86,83,25,5.9,1
6.1,85,51,54,6.6,1
8.8,90,92,67,5.3,1
7.4,44,28,97,3.8,1
2.0,45,94,59,9.6,1
1.2,60,20,42,8.3,1
4.1,54,43,61,4.2,1
5.9,62,59,87,6.5,1
6.6,100,31,51,8.9,1
3.8,68,75,72,6.9,1
5.8,77,21,87,5.6,1
7.0,55,39,79,3.3,1
3.8,96,54,24,4.7,1
4.2,100,74,87,7.0,1
7.5,77,55,37,7.4,1
5.9,69,90,67,5.3,1
10.3,82,83,77,5.2,1
5.1,31,75,78,5.8,1
4.7,57,81,57,8.3,1
2.0,53,89,84,7.3,1
10.7,50,50,35,6.8,1
2.1,46,28,76,7.3,0
6.8,66,90,95,3.1,1
5.3,83,34,37,4.5,1
6.3,80,46,77,5.9,1
6.7,98,75,94,6.0,1
6.7,72,75,64,6.9,1
10.0,69,87,44,3.7,1
4.3,84,30,52,4.1,1
11.3,96,43,81,6.3,1
5.5,45,65,86,9.8,1
4.3,71,64,62,5.9,1
2.6,32,66,38,6.8,0
4.3,71,87,51,6.3,1
11.7,47,76,41,8.8,1
7.0,88,85,98,5.4,1
7.8,89,29,57,6.0,1
11.9,43,24,27,4.7,1
7.5,93,94,55,5.3,1
10.8,68,73,71,4.3,1
6.0,79,48,86,5.4,1
7.4,68,74,51,5.3,1
1.8,99,35,65,8.6,1
2.2,40,25,76,8.0,1
3.3,81,100,43,3.6,1
11.8,99,90,99,8.0,1
9.2,61,26,55,5.3,1
8.3,61,59,31,6.7,1
2.5,39,66,91,3.7,1
4.9,98,98,34,5.2,1
1.4,35,65,53,6.9,0
1.5,93,46,64,8.0,1
10.5,31,58,91,5.1,1
9.5,89,37,84,5.8,1
3.8,57,85,32,4.3,1
11.9,33,29,41,9.6,1
9.1,36,53,90,6.3,1
10.6,74,51,86,9.6,1
10.5,68,85,54,8.6,1
3.0,94,27,20,8.9,1
8.9,32,50,57,9.6,1
6.4,64,24,91,5.5,1
7.2,48,72,90,6.2,1
2.2,31,41,30,5.1,1
11.6,96,92,30,5.2,1
1.4,50,33,24,8.1,0
1.7,99,76,72,3.7,1
6.6,36,46,34,7.2,1
2.2,95,40,80,7.0,1
10.9,99,91,69,9.0,1
2.5,75,22,56,7.6,1
7.0,69,37,100,7.8,1
8.2,58,96,97,8.4,1
7.5,81,38,51,3.5,1
8.0,42,74,78,9.2,1
8.0,34,22,96,4.2,1
8.7,57,73,89,3.3,1
8.1,34,65,95,3.8,1
6.2,39,65,63,5.4,1
2.0,45,21,82,5.2,1
4.4,100,21,35,6.6,0
2.6,65,96,81,3.9,1
2.1,38,65,20,9.9,0
3.6,73,97,62,8.6,1
11.0,46,51,50,4.5,1
11.9,73,87,85,8.0,1
4.0,31,41,35,3.0,0
8.9,96,74,52,8.6,1
9.5,92,71,43,4.1,1
1.4,46,85,70,9.4,1
4.1,40,43,86,3.1,1
2.3,89,36,92,6.4,1
5.9,61,64,46,7.4,1
6.1,81,99,77,7.3,1
7.9,69,68,52,8.8,1
4.5,39,75,60,4.7,1
7.1,51,77,62,7.7,1
6.2,90,63,88,8.4,1
3.6,67,40,22,9.6,0
10.6,79,82,43,8.4,1
9.3,88,22,67,3.7,1
3.3,30,28,99,5.2,1
8.5,60,94,93,9.1,1
8.2,37,69,67,4.2,1
11.8,90,100,71,6.9,1
9.4,43,100,35,3.2,1
6.2,80,25,90,4.7,1
2.5,79,54,61,9.7,1
2.2,56,60,44,8.0,0
3.8,44,84,30,5.8,1
1.6,51,99,28,4.9,1
6.0,89,81,56,6.8,1
10.6,78,96,99,8.7,1
5.8,74,90,27,9.6,1
2.3,65,96,63,9.3,1
8.0,87,87,87,3.6,1
7.6,58,88,77,4.9,1
9.6,97,78,24,5.1,1
3.7,72,49,66,3.6,1
1.7,60,54,56,8.1,1
1.9,68,47,92,5.2,1
2.0,90,97,30,8.1,1
10.6,44,98,66,9.5,1
10.6,95,57,74,6.9,1
9.0,53,60,86,3.2,1
8.6,88,58,23,4.7,1
9.0,59,78,86,3.7,1
1.5,100,41,49,9.3,1
11.3,60,97,42,3.9,1
4.2,58,58,64,5.4,1
6.5,58,31,54,9.7,1
3.7,57,59,31,3.5,1
9.8,52,66,89,7.8,1
1.5,30,47,42,9.5,0
11.0,43,54,96,5.2,1
11.1,87,47,33,5.1,1
3.4,57,64,26,7.0,0
10.0,40,35,71,9.9,1
6.7,58,42,38,7.2,1
1.8,42,90,34,8.4,1
9.1,62,55,47,5.3,1
3.5,73,74,78,9.8,1
4.4,34,96,68,5.7,1
4.9,93,59,46,8.1,1
6.6,56,76,68,3.9,1
8.0,93,98,81,7.5,1
8.3,64,26,54,7.4,1
4.7,68,52,92,7.0,1
9.4,54,65,91,5.0,1
1.2,71,83,43,3.9,0
8.3,65,26,95,6.9,1
11.1,37,38,43,5.6,1
5.7,83,59,41,3.6,1
2.5,98,59,20,8.3,1
8.5,87,58,97,9.8,1
7.3,85,62,67,7.9,1
9.5,55,94,42,7.4,1
10.2,31,97,78,9.5,1
11.3,61,21,64,3.3,1
11.5,65,95,54,4.8,1
5.1,69,22,60,8.2,1
5.7,74,72,50,6.9,1
3.0,73,79,89,4.5,1
8.6,68,20,82,6.0,1
5.9,90,36,88,7.5,1
8.3,58,82,54,3.4,1
2.6,33,79,97,9.5,1
9.6,83,48,47,5.7,1
9.8,64,28,95,6.4,1
1.5,54,91,52,3.7,1
5.3,49,97,91,5.1,1
3.7,49,52,96,6.3,1
5.6,92,82,75,6.5,1
10.3,72,43,77,7.4,1
3.1,84,22,63,9.6,1
5.1,40,85,45,6.3,1
12.0,34,39,37,4.2,1
5.9,47,71,94,3.2,1
4.8,92,21,99,9.3,1
4.3,60,29,75,5.8,1
6.9,50,87,74,3.8,1
6.0,73,36,70,4.4,1
5.4,92,56,64,4.7,1
2.2,30,26,100,7.4,1
7.4,83,92,28,3.1,1
11.3,37,21,59,8.4,1
11.4,97,60,35,4.5,1
9.6,61,45,54,9.9,1
8.6,96,59,29,8.0,1
2.6,54,81,86,4.5,1
9.4,63,44,77,8.7,1
6.7,44,36,93,3.4,1
10.9,54,27,49,4.0,1
5.6,49,26,38,6.2,1
6.4,47,89,61,5.5,1
8.5,44,48,66,9.0,1
5.8,56,71,69,7.3,1
1.6,87,30,93,7.4,1
4.7,56,59,61,6.9,1
2.3,86,45,34,8.8,0
3.2,76,76,32,9.7,1
2.8,34,95,100,7.4,1
11.2,58,34,72,6.5,1
6.5,31,27,46,6.0,0
8.1,63,92,63,3.7,1
10.7,50,27,21,8.3,1
10.6,42,97,96,9.9,1
8.2,94,44,60,4.5,1
3.1,59,38,48,7.9,0
8.4,48,39,34,7.3,1
11.7,58,56,51,5.6,1
11.4,45,63,82,4.4,1
6.1,86,39,30,8.4,1
4.3,74,46,94,5.8,1
11.3,79,93,71,5.5,1
5.7,89,36,45,9.2,1
3.4,100,23,47,3.2,0
8.9,62,89,47,3.6,1
10.6,96,80,95,8.9,1
2.7,61,92,80,6.4,1
5.0,84,61,67,6.8,1
8.4,78,96,75,3.0,1
10.9,84,76,36,6.8,1
8.5,62,42,25,4.5,1
10.3,84,58,47,6.8,1
2.1,75,23,70,4.8,1
11.3,89,30,57,5.1,1
9.1,69,60,47,7.5,1
4.0,77,37,58,6.5,1
9.0,69,33,74,5.8,1
12.0,93,89,99,7.1,1
9.3,66,100,76,5.3,1
9.3,59,39,65,5.1,1
5.4,97,89,74,9.7,1
8.8,36,26,30,5.9,0
3.1,89,48,32,9.6,1
5.7,93,53,66,7.6,1
11.9,79,75,21,7.2,1
8.3,67,55,67,6.5,1
9.6,92,50,95,7.4,1
1.5,42,56,85,4.7,0
7.3,30,59,42,7.9,1
5.4,40,28,64,9.5,1
2.5,70,25,90,8.5,1
10.0,78,72,83,8.1,1
1.5,99,22,94,6.2,1
9.9,52,33,84,5.0,1
9.3,71,70,89,6.2,1
9.5,46,86,60,6.7,1
9.6,69,98,59,3.3,1
9.7,93,41,58,7.7,1
4.8,53,65,33,6.3,1
11.5,65,93,86,3.4,1
7.3,58,81,60,8.8,1
6.8,87,29,79,8.7,1
9.0,78,25,28,6.3,1
9.0,34,68,69,9.8,1
9.2,83,75,68,6.1,1
7.5,42,37,73,4.7,1
10.4,80,83,86,4.5,1
8.2,61,45,34,5.7,1
8.7,68,35,67,5.0,1
7.8,33,38,33,6.6,1
1.0,37,100,51,8.5,1
9.9,86,44,20,5.1,1
6.0,70,40,64,7.0,1
8.3,42,28,26,9.0,1
8.8,90,47,76,5.5,1
3.4,33,99,60,7.3,1
11.1,47,81,86,8.0,1
1.9,45,76,59,4.3,0
4.8,66,39,91,8.9,1
5.6,92,27,70,7.4,1
6.6,57,22,44,5.1,1
2.9,32,36,73,9.5,1
9.8,79,61,98,4.7,1
10.8,40,24,51,3.3,1
8.5,83,75,55,4.5,1
4.5,69,28,45,8.8,1
1.3,51,48,67,8.0,1
1.6,84,24,51,7.9,1
9.6,45,52,60,5.1,1
9.7,40,92,93,4.9,1
2.4,60,87,87,4.3,1
10.1,54,32,28,6.2,1
11.0,45,69,85,9.5,1
3.4,83,27,94,4.0,1
3.8,50,28,48,6.4,0
11.4,100,60,42,8.0,1
3.6,57,23,75,9.9,1
2.0,45,71,87,5.9,1
3.8,42,92,23,6.2,1
5.9,30,90,95,7.7,1
10.8,42,64,76,9.2,1
10.3,53,72,59,5.8,1
2.8,96,84,33,3.9,1
8.6,42,56,85,7.3,1
10.2,83,35,59,5.4,1
3.2,73,78,32,3.7,1
8.5,39,78,67,6.6,1
10.8,46,57,90,4.5,1
9.0,72,31,28,9.1,1
6.9,100,57,99,3.4,1
6.5,55,38,80,7.0,1
9.3,54,44,89,4.8,1
1.1,66,20,60,9.6,0
1.1,39,36,86,9.2,0
3.0,82,80,96,7.7,1
9.7,92,41,77,6.3,1
4.7,87,22,74,7.8,1
2.9,38,78,54,6.0,1
8.7,98,60,98,5.9,1
9.8,30,21,91,8.0,1
5.8,77,48,53,7.8,1
11.5,64,73,27,7.1,1
2.6,73,24,43,7.6,1
5.0,80,31,65,5.8,1
5.9,54,51,44,9.4,1
4.1,32,33,65,5.5,0
2.8,84,23,71,4.9,0
7.3,75,81,28,7.5,1
11.6,78,57,61,8.4,1
9.3,85,26,70,9.8,1
5.1,83,35,24,6.0,1
6.4,33,86,79,7.3,1
5.3,51,50,27,4.7,0
5.3,78,67,81,5.4,1
4.3,33,54,97,9.4,1
6.5,69,60,97,7.9,1
4.0,58,46,46,8.7,0
9.3,79,94,82,7.0,1
2.3,77,64,51,3.8,1
7.1,61,52,70,7.7,1
11.4,45,95,97,6.6,1
4.5,33,62,21,5.1,0
2.2,35,56,37,6.0,0
10.0,51,31,40,5.2,1
9.4,33,75,68,3.8,1
3.1,89,22,43,8.8,1
2.3,61,61,49,4.0,0
11.4,79,24,72,9.8,1
1.8,62,86,36,5.6,0
3.9,48,83,25,6.6,1
5.1,52,100,77,5.8,1
6.8,66,57,27,4.1,1
7.5,65,29,30,7.6,1
11.7,90,49,45,4.3,1
11.5,81,39,90,3.2,1
8.8,93,22,45,7.9,1
4.1,59,78,39,3.8,1
6.6,75,63,60,3.3,1
1.3,40,71,71,4.9,1
7.8,57,52,53,8.5,1
8.9,95,53,55,8.4,1
2.1,52,46,63,4.4,1
4.6,83,85,80,8.9,1
11.2,35,74,97,8.4,1
7.9,90,36,20,7.0,1
1.8,89,44,26,4.9,1
10.6,78,65,100,9.6,1
11.5,49,99,85,3.3,1
3.3,54,77,45,5.3,0
5.6,40,44,25,7.5,0
2.8,63,57,86,9.0,1
2.6,63,22,88,9.6,1
4.9,48,46,76,3.7,1
10.8,84,27,28,6.2,1
5.2,93,37,48,5.3,1
5.2,47,57,20,7.0,1
10.3,98,41,48,9.5,1
10.8,99,43,60,5.4,1
3.6,63,20,84,6.4,0
8.0,51,54,61,6.4,1
2.0,97,27,76,9.1,1
8.1,86,94,66,9.0,1
11.5,86,60,86,4.5,1
6.7,40,62,78,6.4,1
9.2,58,67,55,5.8,1
11.5,69,52,93,8.1,1
1.5,94,54,21,8.4,0
6.3,94,37,53,3.6,1
1.1,74,65,23,5.6,1
8.0,44,71,73,3.8,1
8.3,41,27,49,4.5,1
9.1,38,68,58,6.1,1
1.2,97,26,35,5.1,0
5.8,97,60,88,3.3,1
7.7,62,87,80,3.1,1
9.7,65,77,33,3.2,1
7.8,70,72,50,7.0,1
4.3,75,73,35,3.3,1
6.9,46,55,69,9.8,1
6.2,67,87,42,7.7,1
5.6,55,79,64,4.8,1
5.9,84,28,33,7.1,1
3.7,87,77,51,6.4,1
7.6,57,43,81,5.8,1
4.7,85,60,79,6.2,1
11.4,42,51,28,9.0,1
2.7,58,89,20,9.0,0
4.4,37,81,61,6.3,1
10.1,83,47,95,8.5,1
2.1,67,32,80,7.4,1
11.9,35,64,91,3.4,1
4.8,55,39,92,3.6,1
10.1,75,20,83,5.9,1
1.6,61,45,78,3.6,0
1.6,66,48,93,5.9,1
5.7,38,77,33,3.7,1
6.5,59,60,61,8.4,1
7.8,84,25,75,9.5,1
1.0,89,26,73,6.8,1
6.3,73,28,92,8.9,1
3.9,74,86,55,7.1,1
7.6,45,60,68,9.0,1
4.7,42,29,91,8.6,1
10.7,86,79,56,9.7,1
9.8,75,99,72,3.7,1
8.4,82,41,82,8.1,1
3.9,65,77,38,3.0,1
2.4,66,32,73,4.8,1
5.8,90,60,96,9.8,1
6.5,40,40,32,6.3,0
11.4,50,31,38,7.5,1
5.9,50,72,100,6.9,1
3.8,48,74,82,5.4,1
3.5,49,65,50,3.2,1
9.3,89,98,94,7.5,1
9.9,46,77,56,8.7,1
8.0,89,36,81,7.7,1
4.1,42,83,45,6.3,1
5.1,94,49,32,4.9,0
8.3,69,89,56,6.3,1
6.7,35,59,64,7.0,1
5.9,72,70,45,9.7,1
1.6,82,94,92,7.5,1
10.8,74,68,90,9.5,1
11.9,99,74,66,9.1,1
11.7,65,90,79,6.2,1
6.8,69,88,90,8.8,1
2.6,47,41,100,7.6,1
7.0,58,81,46,4.8,1
2.2,64,58,72,4.2,1
9.0,96,21,41,6.5,1
3.5,71,40,70,8.7,1
9.9,80,88,98,9.6,1
2.1,32,61,63,8.6,1
10.2,45,73,26,7.9,1
4.3,84,38,33,5.4,1
2.6,91,82,39,5.7,1
2.8,74,47,88,3.3,1
2.6,80,60,37,5.6,1
10.6,43,86,59,9.5,1
9.7,37,21,22,8.4,1
4.5,90,21,52,8.9,1
1.8,89,91,69,5.8,1
9.8,77,77,58,3.6,1
3.7,75,89,81,9.2,1
11.6,77,27,80,4.5,1
6.5,100,100,38,4.4,1
9.1,71,97,31,5.6,1
7.0,71,94,28,5.9,1
10.1,97,75,46,8.9,1
5.5,39,63,99,3.1,1
3.9,83,51,45,3.1,0
1.4,97,97,84,9.8,1
3.1,79,39,49,7.6,1
7.5,32,56,33,3.0,1
3.9,58,33,49,6.1,1
3.1,44,57,82,6.8,1
2.7,43,51,97,6.5,1
8.4,78,37,25,6.1,1
1.5,100,39,68,6.0,1
1.5,42,100,21,4.7,0
2.9,32,90,59,3.9,1
10.4,59,25,83,4.4,1
11.4,87,83,32,7.0,1
5.3,60,31,52,7.5,1
2.5,59,91,95,4.1,1
10.5,87,42,86,6.3,1
7.5,99,96,55,3.3,1
1.8,41,61,68,5.8,0
3.1,70,95,95,9.6,1
9.3,35,80,57,9.0,1
6.2,55,58,72,8.1,1
3.6,62,66,29,6.8,1
9.2,62,33,26,8.1,1
7.6,67,64,64,5.3,1
1.6,39,75,78,8.1,1
6.4,31,22,100,6.7,1
2.5,45,75,86,4.8,1
5.1,34,49,38,4.3,1
10.6,40,50,97,8.6,1
2.8,98,69,49,5.8,1
2.4,41,37,47,7.3,0
7.9,66,39,64,9.9,1
1.3,69,83,90,5.7,1
7.3,32,100,76,9.3,1
9.3,84,49,78,6.6,1
7.9,87,84,97,5.1,1
5.4,97,37,28,8.9,1
11.6,77,33,36,3.6,1
7.8,54,42,35,8.1,1
9.9,35,33,33,8.8,1
4.1,62,67,54,6.5,1
6.2,78,56,90,4.5,1
1.1,79,61,53,4.5,1
1.2,60,24,71,9.1,1
1.9,53,66,20,9.3,0
11.6,99,29,69,8.0,1
8.9,92,41,73,10.0,1
2.7,56,54,88,5.9,1
2.6,54,33,20,6.8,0
1.9,38,20,76,5.3,1
7.2,42,42,38,9.4,1
5.8,50,39,87,3.8,1
2.3,88,93,48,4.8,1
10.5,69,53,40,6.5,1
2.3,68,29,37,8.9,0
4.1,39,78,92,9.9,1
11.3,86,56,64,3.1,1
8.5,98,94,82,5.0,1
5.4,30,48,62,7.7,1
8.5,58,21,67,7.0,1
1.1,82,34,58,9.4,1
8.3,71,82,50,8.6,1
10.8,58,77,54,7.1,1
5.6,50,72,62,6.6,1
10.5,79,58,49,8.4,1
5.7,100,69,79,5.2,1
4.9,64,38,80,9.6,1
7.6,88,29,59,5.9,1
10.9,97,70,99,8.0,1
10.5,83,99,24,7.8,1
9.4,79,42,79,4.9,1
5.8,44,67,31,4.9,1
5.1,77,96,47,3.3,1
9.3,66,83,70,9.5,1
8.2,65,45,99,3.0,1
4.5,82,22,79,6.4,1
10.2,70,29,50,5.6,1
1.4,74,55,20,6.9,0
10.2,63,67,73,6.5,1
11.5,90,95,65,8.9,1
7.4,53,56,87,9.9,1
10.3,96,69,98,4.2,1
3.5,72,20,62,4.4,1
7.5,35,90,79,9.8,1
7.1,43,43,58,4.2,1
1.6,33,100,38,3.6,1
2.5,30,64,99,3.6,1
8.3,57,21,34,7.3,1
4.3,79,68,90,6.1,1
8.7,48,75,93,6.0,1
5.6,55,46,80,5.7,1
6.1,50,36,62,6.9,1
6.7,88,58,93,8.7,1
5.4,75,95,91,8.2,1
1.5,31,42,40,5.8,0
3.6,90,68,52,7.2,1
7.5,46,26,55,3.8,1
8.5,51,75,59,4.4,1
6.9,48,20,20,3.6,1
9.7,54,92,48,7.5,1
5.3,43,41,33,5.6,0
2.4,71,27,67,5.2,1
10.7,96,25,78,4.8,1
5.3,39,91,90,4.0,1
3.2,45,98,70,10.0,1
2.9,30,21,67,5.0,0
6.4,80,71,68,6.9,1
4.3,58,43,62,5.9,1
1.4,77,86,68,3.4,1
10.8,33,35,87,9.8,1
7.1,100,58,69,6.1,1
6.3,73,48,51,8.0,1
11.1,94,74,83,4.4,1
9.2,40,23,82,9.6,1
3.4,64,59,67,6.3,1
1.7,55,56,62,7.4,1
4.5,88,89,52,5.1,1
10.4,56,89,29,5.8,1
3.0,64,34,68,4.6,0
8.2,64,90,77,9.3,1
10.2,85,87,40,3.9,1
1.9,52,77,23,7.2,0
2.0,55,72,66,7.1,1
11.7,32,35,39,9.9,1
11.4,76,39,47,5.5,1
9.3,82,56,52,6.9,1
2.4,48,98,78,9.6,1
7.6,80,93,29,8.0,1
2.5,88,65,81,3.7,1
8.6,46,40,34,6.9,1
11.3,77,78,92,6.4,1
5.8,77,75,68,9.4,1
8.7,74,59,100,8.5,1
5.3,50,42,58,8.8,1
5.2,91,30,41,9.1,1
2.9,60,97,31,6.4,0
10.3,68,63,82,4.5,1
6.3,67,94,32,7.6,1
5.1,51,63,66,7.8,1
8.2,53,45,74,7.2,1
2.0,55,62,68,6.1,1
10.1,78,85,53,9.7,1
1.8,69,95,55,4.8,1
10.5,44,63,82,9.1,1
1.4,100,96,60,8.1,1
6.1,37,68,79,8.8,1
2.3,38,100,36,9.5,1
8.5,34,58,59,9.2,1
10.3,65,57,33,9.9,1
1.8,75,72,40,7.8,1
7.5,41,89,43,9.0,1
5.0,63,91,31,8.7,1
11.6,71,74,70,9.0,1
8.0,41,20,69,3.2,1
9.2,36,52,76,7.8,1
1.3,77,28,36,8.6,1
5.4,100,98,40,3.5,1
6.4,60,74,33,5.3,1
1.1,70,78,68,8.6,1
4.2,88,39,22,3.1,1
11.9,98,81,71,5.8,1
2.8,31,60,82,9.3,1
9.6,54,73,80,4.7,1
2.6,78,43,100,5.4,1
3.6,69,58,48,6.3,1
6.1,81,48,28,7.0,1
1.8,40,52,38,9.6,0
10.5,45,82,70,6.1,1
3.2,75,86,79,3.5,1
2.9,46,83,26,6.9,0
2.0,89,100,26,6.4,1
6.2,68,90,53,5.2,1
11.1,87,28,40,8.7,1
1.3,89,29,65,3.3,1
11.8,81,87,64,9.4,1
9.1,74,22,24,5.9,1
8.3,71,72,31,3.9,1
3.2,79,42,29,9.6,1
8.1,94,20,28,6.9,1
7.1,74,45,37,3.4,1
8.4,30,85,61,4.2,1
1.6,63,54,72,8.5,1
4.3,58,98,20,4.7,1
5.8,54,97,62,8.5,1
10.2,91,27,86,4.2,1
4.0,82,100,85,6.7,1
10.7,43,73,66,4.6,1
2.6,44,87,60,9.5,1
10.0,52,46,77,8.4,1
6.8,93,78,75,5.4,1
9.3,61,86,55,3.0,1
9.2,96,25,30,3.6,1
1.7,47,59,49,6.3,1
9.1,65,66,28,4.9,1
11.9,42,90,89,3.2,1
2.8,83,92,78,3.1,1
7.8,87,32,69,9.9,1
6.3,81,39,26,6.4,1
9.6,68,79,49,9.9,1
4.7,88,83,80,6.8,1
9.8,42,89,97,3.0,1
1.8,67,53,33,6.7,0
9.8,49,36,46,4.9,1
4.3,56,52,91,3.0,1
7.3,79,22,36,7.9,1
5.1,78,64,68,3.5,1
8.7,91,32,46,7.3,1
11.2,49,88,93,7.2,1
1.4,44,29,38,7.7,0
6.5,94,61,94,6.0,1
10.6,44,96,78,6.2,1
10.0,65,74,96,4.4,1
2.3,36,29,94,4.5,1
2.1,39,43,70,5.8,1
10.0,51,54,41,6.0,1
2.2,78,64,30,8.7,0
8.8,77,24,58,4.2,1
8.2,30,71,59,4.8,1
6.4,65,21,22,7.0,1
11.2,66,94,63,8.3,1
7.0,46,91,57,9.3,1
9.1,73,30,54,5.1,1
8.7,100,41,90,8.7,1
9.6,80,95,62,4.0,1
8.8,70,26,42,7.9,1
10.6,51,69,90,5.0,1
4.2,41,46,98,4.8,1
3.4,66,79,25,5.0,0
5.7,30,83,82,8.4,1
1.2,98,92,44,5.5,1
6.6,95,91,50,5.9,1
4.1,88,41,83,6.5,1
4.2,37,31,70,9.4,1
9.8,65,41,20,5.9,1
8.8,43,53,20,6.0,1
11.1,48,69,59,8.1,1
4.3,31,55,82,4.3,1
7.3,70,36,22,4.8,1
6.7,36,53,87,9.2,1
7.8,74,83,63,8.0,1
9.5,45,53,77,9.2,1
1.0,30,43,47,4.0,1
4.4,99,20,67,4.1,1
5.6,74,97,86,8.5,1
10.8,45,61,75,4.0,1
6.0,82,91,27,7.5,1
8.4,84,43,99,5.3,1
8.4,53,36,94,7.1,1
6.5,45,94,25,8.0,1
10.4,92,99,40,7.0,1
10.1,52,28,32,8.6,1
7.4,35,79,90,5.2,1
4.7,53,100,80,6.9,1
10.4,100,75,90,8.6,1
5.2,46,36,72,4.1,1
3.7,34,69,56,8.3,1
10.0,64,38,58,4.8,1
6.4,68,72,80,8.5,1
9.8,91,56,90,3.4,1
11.3,99,29,93,8.9,1
7.5,51,48,27,7.5,1
